ID,LABEL,inSubset,Category,comment,Parent,Parent (name),Equivalent Class,has drug brand name,has drug dose form,alternative label,definition,definition source,term editor,editor note,term tracker item,comment,hasDbXref,NCBI GeneID,Gene names,trade name,immunizes recipient,violin_host,lab animal,violin_animal,status of vaccine development,immunizes against disease,immunizes against pathogen,violin_pathogen,is_manufactured_by,is_manufactured_by (name),has flu season,vaccine type,violin_vaccine_type,has part,has component,has gene mutation,has vaccine allergen,has function,expresses,vaccinated in route,has drug package,associated axioms,has drug supplier,has quantity,has_component,has drug strength
VO:0007258,anti-CEA TCR retroviral vector-transduced autologous peripheral blood lymphocyte vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0005489,colon cancer vaccine,,,,Anti-CEA TCR Retroviral Vector-Transduced Autologous Peripheral Blood Lymphocytes,"Autologous human peripheral blood lymphocytes (PBLs), transduced with a retroviral vector encoding both the alpha and beta chains of a T cell receptor (TCR) specific for the carcinoembryonic antigen (CEA), with potential immunostimulating and antineoplastic activities. After transduction, expansion in culture, and reintroduction into the patient, anti-CEA TCR retroviral vector-transduced autologous lymphocytes bind to tumor cells expressing CEA, which may result in cytokine expression, activation and proliferation of T-cells, and a specific cytotoxic T-lymphocyte (CTL) response against CEA-expressing tumor cells. The tumor-associated antigen (TAA) CEA is overexpressed by a variety of cancer cell types, including those of the gastrointestinal tract, lung, and breast.",,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/226,,,1048,Gene name: CEACAM5 (CEA),,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,colon cancer,,,,,,recombinant vector vaccine role,Recombinant vector vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007259,anti-CTLA4 MoAb RNA-transfected autologous dendritic cell vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0000177,cancer vaccine,,,,,"An autologous dendritic cell (DC) cancer vaccine with potential immunostimulatory activity. Anti-CTLA4 MoAb RNA-transfected autologous DC vaccine is prepared by transfecting DCs with RNAs encoding humanized heavy and light chains of the anti-CTLA4 (cytotoxic T-Lymphocyte-Associated Antigen 4); expression of anti-CTLA4 blocks the inhibitory effect of CTLA4 on the activation of T-lymphocytes. Co-vaccination of this vaccine with melanoma antigen specific vaccine may eliminate the adverse effects associated with systemic administration of immune modulators, while also enhancing vaccine-induced immune responses",,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/227,,,1493,Gene name: CTLA4,,Homo sapiens,Homo sapiens,Mus musculus,,vaccine in clinical trial role,cancer,,,,,,recombinant vector vaccine role|RNA vaccine role,Recombinant vector vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007260,anti-CTLA4 MoAb RNA/GITRL RNA-transfected autologous dendritic cell vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0000177,cancer vaccine,,,,,"An autologous dendritic cell (DC) cancer vaccine with potential immunostimulatory activity. Anti-CTLA4 MoAb RNA/GITRL RNA-transfected DC vaccine is prepared by transfecting DCs with RNAs encoding humanized heavy and light chains of the anti-CTLA4 (cytotoxic T-Lymphocyte-Associated Antigen 4) monoclonal antibody and tumor necrosis factor (ligand) superfamily, member 18 (TNFSF18 or GlTRL); expression of anti-CTLA4 blocks the inhibitory effect of CTLA4 on the activation of T-lymphocytes, while expression of GlTRL modulates T lymphocyte survival in peripheral tissues. Co-vaccination of this vaccine with melanoma antigen specific vaccine may eliminate the adverse effects associated with systemic administration of immune modulators, while also enhancing vaccine-induced immune responses.",,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/228,,,1493,Gene name: CTLA4,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,cancer,,,,,,recombinant vector vaccine role|RNA vaccine role,Recombinant vector vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007261,Anti-GnRH Vaccine PEP223,cancer vaccine,VIOLIN,VIOLIN,VO:0005425,prostate cancer vaccine,,,,,"A peptide vaccine derived from the synthetic peptide pyroEHWSYGLRPG, corresponding to amino acids 22-31 of mouse gonadotropin releasing hormone (GnRH), with potential immunocastration activity. PEP223 is dimerized and contains a D-lysine (k) substitution at position 6 (pyroEHWSYkLRPG) to increase its immunogenicity. Anti-GnRH vaccine PEP223 may stimulate the immune system to mount a cytotoxic T-lymphocyte (CTL) response against GnRH, neutralizing its activity. In turn, testosterone production and tumor cell growth may be inhibited in testosterone-sensitive tumors.",NCT: https://clinicaltrials.gov/ct2/show/NCT00895466,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/229,,,14714,Gene name: Gnhr1,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,prostate cancer,,,,,,peptide vaccine role,Other,,,,,therapeutic vaccine function,,,,,,,,
VO:0007262,anti-idiotype MUC-1 monoclonal antibody vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0000177,cancer vaccine,,,,,"A monoclonal antibody that functionally mimics MUC-1 antigen, a tumor cell surface antigen. Administration of anti-idiotype MUC-1 monoclonal antibody may elicit an anti-idiotype antibody and corresponding T-cell response against MUC-1 expressing tumor cells.",PMID:15550589,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/230,,,4582,Gene name: MUC1,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,cancer,,,,,,subunit vaccine role,Subunit vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007263,anti-Idiotype specified monoclonal antibody vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0000177,cancer vaccine,,,,,"A synthetic antibody produced by a genetically homogenous population of hybrid cells (hybridoma) against determinant idiotypes (Id) which usually mimic human epitopes. Anti-Id vaccines may be effective in the treatment of B-cell lymphomas, resulting in tumor regression. Anti-idiotype vaccine therapy is less likely to induce autoimmunity if the target antigen is not normally expressed on normal tissues. Monoclonal antibodies have become powerful tools for tumor targeting, recognizing different protein markers on certain cancer cells and may be used alone or as delivery agents for drugs, toxins or radioactive material targeted to tumors.",,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/231,,,,,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,cancer,,,,,,subunit vaccine role,Subunit vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007264,anti-idiotypic mAb MK2-23+BCG vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0000422,melanoma vaccine,,,,anti-idiotypic mAb MK2-23+BCG,,PMID:9816036,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/232,,,,,,Homo sapiens,,,,vaccine in research role,melanoma,,,,,,,Anti-idiotypic vaccine,,,,,therapeutic vaccine function,,intramuscular route,,,,,,
VO:0007265,anti-idiotypic monoclonal antibody BEC2 vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0000422,melanoma vaccine,,,,,"A murine anti-idiotypic monoclonal antibody (anti-Id MoAb) that is directed against an idiotype mimicking a disialoganglioside GD3. GD3 represents a major surface marker on most human melanoma cells. Due to poor immunogenicity of GD3, anti-Id MoAb BEC2 (Ab2) was raised against a mouse anti-GD3 MoAb, R24 (Ab1). This anti-Id MoAb was shown to be functionally mimicking GD3 in stimulating an immune response to produce Ab3 that may be used in combination with other adjuvants for treatment of melanomas.",,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/233,,,,,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,melanoma,,,,,,subunit vaccine role,Subunit vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007266,anti-NY-ESO-1 Immunotherapeutic GSK-2241658A vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0000422,melanoma vaccine,,,,,"An immunotherapeutic agent targeting the tumor-associated antigen (TAA), cancer/testis antigen NY-ESO-1, with potential antineoplastic activity.",,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/234,,,1485,Gene name: NY-ESO-1,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,melanoma,,,,,,,Other,,,,,therapeutic vaccine function,,,,,,,,
VO:0007267,anti-NY-ESO1 TCR-transduced Autologous CD62L+-derived T-Lymphocytes vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0000177,cancer vaccine,,,,,"Human autologous CD62L-positive T-lymphocytes transduced with a retroviral vector encoding a T cell receptor (TCR) specific for the cancer-testis antigen NY-ESO-1, with potential antineoplastic activity. Following leukapheresis, isolation of lymphocytes, expansion ex vivo, transduction, and reintroduction into the patient, the anti-NY-ESO1 TCR-transduced autologous CD62L+-derived T-Lymphocytes bind to NY-ESO-1-overexpressing tumor cells. This may result in cytotoxic T-lymphocyte (CTL)-mediated elimination of NY-ESO-1-positive cancer cells. NY-ESO-1, a tumor associated antigen (TAA), is found in normal testis and on the surface of various tumor cell types. CD62L, also called L-selectin, is a lymphoid homing receptor and differentiation marker and is expressed on a subset of CD8-positive T-lymphocytes; it is involved in the migration of T-lymphocytes to lymph nodes and may improve the efficacy for ex vivo-expanded T-cells following adoptive cell therapy.",,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/235,,,1485|30484,Gene name: NY-ESO-1|Gene name: CTAG2,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,cancer,,,,,,recombinant vector vaccine role,Recombinant vector vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007268,anti-p53 T-Cell Receptor-Transduced peripheral blood lymphocytes vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0000177,cancer vaccine,,,,,"Human autologous peripheral blood lymphocytes (PBLs) transduced with an anti-p53 T cell receptor gene with potential antineoplastic activity. PBLs are harvested from a patient and pulsed with a retroviral vector that encodes the T-cell receptor gene specific for a mutated form of p53. The transduced PBLs are then expanded in culture. When reintroduced to the patient, these modified PBLs express the anti-p53 T cell receptor which binds to mutant p53-overexpressing tumor cells; PBL-mediated tumor growth inhibition may follow. Many tumor cell types overexpress mutant p53 proteins, which are associated with the loss of apoptosis regulation and abnormal cell proliferation.",NCT: https://clinicaltrials.gov/ct2/show/NCT00393029,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/236,,,7157,Gene name: TP53 (P53),,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,cancer,,,,,,recombinant vector vaccine role,Recombinant vector vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007269,anti-PRAME Immunotherapeutic GSK2302032A Vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0005486,lung cancer vaccine,,,,,"An immunotherapeutic agent targeting the tumor-associated antigen (TAA), preferentially expressed antigen of melanoma (PRAME), with potential antineoplastic activity.",NCT: https://clinicaltrials.gov/ct2/show/NCT01853878,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/237,,,23532,Gene name: PRAME,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,lung cancer,,,,,,,Other,,,,,therapeutic vaccine function,,,,,,,,
VO:0007270,antigen-targeted Personalized Breast Cancer Vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0005484,breast cancer vaccine,,,,,"An individualized, therapeutic cancer vaccine (IVAC) composed of liposomes containing RNA encoding two or three tumor associated antigens (TAAs) that are specifically expressed in the patient's individual cancer selected from a warehouse (""""off the shelf"""") and p53 RNA, with potential immunostimulatory and antineoplastic activities. Upon administration, the antigen-targeted personalized breast cancer vaccines are translated by antigen presenting cells (APCs) and the expressed protein is presented via major histocompatibility complex (MHC) molecules on the surface of the APCs. This leads to an induction of both cytotoxic T-lymphocyte (CTL) and memory T-cell immune responses against the TAAs. The RNAs in the vaccine are specifically selected for an individual patient after RNA profiling of the patient's tumor.",,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/238,,,6490,Gene name: gp100 (PMEL),,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,breast cancer,,,,,,subunit vaccine role,Subunit vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007271,APC8015F vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0005425,prostate cancer vaccine,,,,,"A cell-based vaccine composed of previously frozen autologous antigen-presenting peripheral blood mononuclear cells (enriched for a dendritic cell fraction) that have been exposed to a recombinant protein consisting of granulocyte-macrophage colony-stimulating factor (GM-CSF) fused to prostatic-acid phosphatase (PAP), a protein expressed by prostate cancer cells. Upon administration, the vaccine may stimulate an antitumor T-cell response against tumor cells expressing PAP.",NCT: https://clinicaltrials.gov/ct2/show/NCT01133704,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/239,,,55|2346|354,Gene name: ACPP|Gene name: Prostate|Gene name: KLK3,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,prostate cancer,,,,,,recombinant vector vaccine role,Recombinant vector vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007272,Apoptotic Autologous Tumor Cells-pulsed Alpha-type-1 Polarized Dendritic Cells Vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0005484,breast cancer vaccine,,,,,"A cell based cancer vaccine composed of mature polarized dendritic cells (DCs) and pulsed with apoptotic autologous tumor cells that has potential immunostimulating and antineoplatic activities. Dendritic cells (DCs) were treated with interleukin-1beta, tumor necrosis factor alpha, interferon-alpha (IFN-a), IFN-gamma and polyinosinic:polycytidylic acid (p-I:C) to produce mature alpha type-1 polarized DCs (alphaDC1) that are capable of producing high levels of interleukin-12p70 (IL-12p70). The alphaDC1 are subsequently pulsed with apoptotic autologous tumor cells. Upon administration, these DCs are able to induce a potent cytotoxic T lymphocyte (CTL) response against tumor associated antigens (TAAs), resulting in tumor cell lysis and inhibition of tumor cell growth. Apoptotic tumor cells contain an array of TAAs",PMID:21509164,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/240,,,,,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,breast cancer,,,,,,recombinant vector vaccine role,Recombinant vector vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007273,adenovirus-transfected autologous dc vaccine plus cik cells,cancer vaccine,VIOLIN,VIOLIN,VO:0005486,lung cancer vaccine,,,,,A cancer vaccine that uses adenovirus MUC1 and Survivin transfected autologous dendritic cells combined with cytokine-induced killer cells in cancer patients with Extensive-Stage Small- Cell Lung Cancer.,NCT: https://clinicaltrials.gov/study/NCT01174082,Hayleigh Kahn|Jie Zheng,,,,,4582|332,Gene name: MUC1|Gene name: Survivin,,Homo sapiens,,,,vaccine in clinical trial role,lung cancer,,,,,,recombinant vector vaccine role,Recombinant vector vaccine,,,,,therapeutic vaccine function,,,,,,,,
VO:0007274,AUT-OV-ALVAC-hB7.1 Vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0005493,ovarian cancer vaccine,,,,,A vaccine comprised of autologous epithelial ovarian cells infected with ALVAC-hB7.1,https://www.clincosm.com/trial/recurrent-ovarian-epithelial-cancer-houston-alvac-hb71-recombinant,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/242,,,155971,Gene name: env,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,ovarian cancer,,,,,,,Other,,,,,therapeutic vaccine function,,,,,,,,
VO:0007275,Autologous Ad-CD154-Transduced CLL B Cells Vaccine,cancer vaccine,VIOLIN,VIOLIN,VO:0005487,leukemia cancer vaccine,,,,,"An autologous tumor cell vaccine containing chronic lymphocytic leukemia (CLL) B cells transduced with an adenoviral vector carrying chimeric CD154 (ad-CD154) with potential antineoplastic activity. Administration of autologous ad-CD154 transduced CLL B cells may result in increases in the numbers of leukemia-specific CD4+ T cells and high serum-levels of IL-12 and IFN-gamma. Due to ligation of CD154 to CD40 on CLL cells, this agent may induce CLL cells to express the proapoptotic molecule BID and death receptors CD95 (Fas) and DR5, rendering CLL B cells first resistant and then sensitive to Fas-mediated apoptosis. In addition, autologous ad-CD154 transduced CLL B cells may induce MHC class I-dependent cytotoxic T lymphocyte (CTL) responses against autologous leukemia cells. CD154 is a type II membrane glycoprotein and ligand for CD40; both molecules are important in cognate co-stimulatory cell-cell interactions.",NCT: https://clinicaltrials.gov/ct2/show/NCT00779883,Ibrahim Seleznev|Eliyas Asfaw|Jie Zheng|Oliver He,,https://github.com/vaccineontology/VO/issues/243,,,959,Gene name: CD40LG,,Homo sapiens,Homo sapiens,,,vaccine in clinical trial role,leukemia,,,,,,recombinant vector vaccine role,Recombinant vector vaccine,,,,,therapeutic vaccine function,,,,,,,,
