ID,LABEL,inSubset,Parent,Parent (name),Equivalent Class,alternative label,term editor,Comment,immunizes host,immunizes against pathogen,has role,has component,has quality,has drug brand name,has drug dose form,has drug package,has drug supplier,has quantity,has component,has drug strength,JZ comment
VO:0016360,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Orifarm Leverkus,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Orifarm Leverkus,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016361,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1 by Veron,vaccine,VO:0016035,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 1,Veron,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016362,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Aca Mueller,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Aca Mueller,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016363,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Axicorp,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Axicorp,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016364,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Cc,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Cc,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016365,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Emra-Med,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016366,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Eurim-Pharm,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016367,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Europharma,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Europharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016368,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Gerke,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Gerke,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016369,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Kohlpharma,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016370,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Merck,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Merck,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016371,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10 by Orifarm Leverkus,vaccine,VO:0016036,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 10,Orifarm Leverkus,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016372,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 20 by Merck,vaccine,VO:0016037,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 20,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 20,Merck,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016373,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 20 by Veron,vaccine,VO:0016037,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 20,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,,prefilled syringe,Box of 20,Veron,1 ML,Hepatitis B Surface Antigen Vaccine,0.01 MG/ML,equivalent
VO:0016374,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1 by Emra-Med,vaccine,VO:0015941,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 1,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016375,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1 by Eurim-Pharm,vaccine,VO:0015941,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 1,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016376,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1 by Glaxosmithkline,vaccine,VO:0015941,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 1,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016377,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1 by Kohlpharma,vaccine,VO:0015941,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 1,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016378,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1 by Mtk,vaccine,VO:0015941,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 1,Mtk,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016379,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1 by Waymade,vaccine,VO:0015941,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 1,Waymade,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016380,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 10 by Glaxosmithkline,vaccine,VO:0015942,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 10,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016381,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 25 by Emra-Med,vaccine,VO:0015944,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 25,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 25,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016382,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 25 by Mtk,vaccine,VO:0015944,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 25,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 25,Mtk,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016383,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 3 by Emra-Med,vaccine,VO:0015946,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 3,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016384,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 3 by Glaxosmithkline,vaccine,VO:0015946,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 3,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016385,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 3 by Kohlpharma,vaccine,VO:0015946,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 3,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016386,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 3 by Mtk,vaccine,VO:0015946,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable solution,Box of 3,Mtk,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016387,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Gemvites] Box of 1 by Glaxosmithkline,vaccine,VO:0015947,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Gemvites] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Gemvites,injectable solution,Box of 1,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016388,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Gemvites] Box of 3 by Glaxosmithkline,vaccine,VO:0015949,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Gemvites] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Gemvites,injectable solution,Box of 3,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016389,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [H B Vax] Box of 1 by Boehringer Ingelheim,vaccine,VO:0015950,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [H B Vax] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,H B Vax,injectable solution,Box of 1,Boehringer Ingelheim,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016390,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Hepasorbat] Box of 1 by Glaxosmithkline,vaccine,VO:0015952,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Hepasorbat] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Hepasorbat,injectable solution,Box of 1,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016391,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Hepasorbat] Box of 3 by Glaxosmithkline,vaccine,VO:0015954,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Hepasorbat] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Hepasorbat,injectable solution,Box of 3,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016392,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1 by Emra-Med,vaccine,VO:0015955,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016393,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1 by Eurim-Pharm,vaccine,VO:0015955,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016394,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1 by Glaxosmithkline,vaccine,VO:0015955,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016395,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1 by Kohlpharma,vaccine,VO:0015955,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016396,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1 by Mtk,vaccine,VO:0015955,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Mtk,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016397,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1 by Waymade,vaccine,VO:0015955,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Waymade,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016398,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 10 by Glaxosmithkline,vaccine,VO:0015956,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 10,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 10,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016399,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 25 by Emra-Med,vaccine,VO:0015958,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 25,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 25,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016400,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 25 by Mtk,vaccine,VO:0015958,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 25,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 25,Mtk,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016401,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3 by Emra-Med,vaccine,VO:0015960,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 3,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016402,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3 by Glaxosmithkline,vaccine,VO:0015960,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 3,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016403,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3 by Kohlpharma,vaccine,VO:0015960,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 3,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016404,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3 by Mtk,vaccine,VO:0015960,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 3,Mtk,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016405,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1 by Emra-Med,vaccine,VO:0015961,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Emra-Med,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016406,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1 by Eurim-Pharm,vaccine,VO:0015961,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Eurim-Pharm,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016407,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1 by Glaxosmithkline,vaccine,VO:0015961,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Glaxosmithkline,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016408,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1 by GSK,vaccine,VO:0015961,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,GSK,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
VO:0016409,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1 by Kohlpharma,vaccine,VO:0015961,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] Box of 1,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Hepatitis B virus,licensed vaccine role,Hepatitis B surface antigen,,Engerix-B,injectable suspension,Box of 1,Kohlpharma,1 ML,Hepatitis B Surface Antigen Vaccine,0.02 MG/ML,
