order,Ontology ID,LABEL,altID,Parent label,Parent,Equivalent Class,Gene names,NCBI GeneID,status of vaccine development,has role,has quality,vaccine component/role,has function,immunizes disease,immunizes recipient,immunizes against pathogen,vaccinated in route,definition,PubMed,other link,VIOLIN ID,VIOLIN Link,GitHub tracker,NCI link,NCT link,Term editors,alternative label,database_cross_reference,term tracker item,xingxian comment
187,VO:0007099,Recombinant Fowlpox-gp100p209 Vaccine,,melanoma vaccine,VO:0000422,,Gene name: gp100 (PMEL),6490,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,"A melanoma vaccine comprised of a recombinant fowlpox vector construct encoding a modified epitope of the melanoma antigen glycoprotein 100 (gp100), ES-2092M(gp100), containing an endoplasmic reticulum signal sequence targeted to the endoplasmic reticulum apparatus. Vaccination with recombinant fowlpox-gp100p209 vaccine may stimulate the host immune system more efficiently to mount a cytotoxic T lymphocyte response against tumor cells expressing the gp100 antigen.",,,5274,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5274,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C2806,NCT: https://clinicaltrials.gov/ct2/show/NCT00080353,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
188,VO:0007100,Recombinant Fowlpox-Mgp100 Vaccine,,melanoma vaccine,VO:0000422,,,,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,"A cancer vaccine consisting of a replication-defective recombinant fowlpox virus that encodes for the murine melanoma antigen glycoprotein 100 (mgp100) with potential antineoplastic activity. Vaccination with recombinant fowlpox-mgp100 vaccine may stimulate the host immune system to mount a cytotoxic T lymphocyte (CTL) response against tumor cells positive for the gp100 antigen, resulting in decreased tumor growth.",,,5499,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5499,https://github.com/vaccineontology/VO/issues/332,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C2805,,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
189,VO:0007101,Recombinant Fowlpox-Tyrosinase Vaccine,,melanoma vaccine,VO:0000422,,Gene name: Tyrosinase,7299,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,"A recombinant fowlpox virus vaccine with potential antineoplastic activity. Binding to the melanoma antigen tyrosinase, recombinant fowlpox-tyrosinase vaccine generates cellular immune responses against melanoma cells expressing the tyrosinase antigen; this effect is enhanced by the co-administration of interleukin 2 (IL-2). Fowlpox virus is an attractive vector because its genome is easy to manipulate and it is replication incompetent in mammalian cells.",,,5518,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5518,https://github.com/vaccineontology/VO/issues/335,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C2807,NCT: https://clinicaltrials.gov/ct2/show/NCT00054535,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
190,VO:0007102,Recombinant Human Hsp110-gp100 Chaperone Complex Vaccine,,melanoma vaccine,VO:0000422,,Gene name: gp100 (PMEL),6490,Clinical trial,subunit vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens,,,"A recombinant chaperone-peptide complex-based vaccine composed of a complex between heat shock protein hsp110 and the human melanoma-associated antigen gp100, with potential antineoplastic activity. Upon vaccination, recombinant hsp110-gp100 chaperone complex activates the immune system to exert a cytotoxic T cell immune response and antigen-specific interferon-gamma production against gp100-overexpressing cancer cells. Gp100, is overexpressed in a variety of cancer cell types. Hsp110, binds to and chaperones full-length proteins during heat shock; as an immunoadjuvant it is able to enhance an immune response against antigen(s) and stimulate T-lymphocyte activation.",PubMed:12750279,,5359,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5359,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C103830,NCT: https://clinicaltrials.gov/ct2/show/NCT01744171,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
191,VO:0007103,Recombinant Vaccinia-gp100:209-217 Vaccine,,melanoma vaccine,VO:0000422,,Gene name: gp100 (PMEL),6490,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,"A recombinant vaccinia virus encoding a modified peptide of the gp100 melanoma-melanocyte antigen with potential use in cancer immunotherapy. gp100 human antigen is a wild type self-antigen expressed by melanocytes, pigmented retinal cells and most melanomas. gp100p209 is a fragment epitope of gp100 in which the threonine in position 2 is replaced with methionine; this modification may stimulate tumor infiltrating lymphocytes (TIL) more efficiently.‚àö√§",PubMed:15133631,,5393,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5393,https://github.com/vaccineontology/VO/issues/344,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C29566,NCT: https://clinicaltrials.gov/ct2/show/NCT00116597,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
192,VO:0007104,Recombinant Vaccinia-Mgp100 Vaccine,,melanoma vaccine,VO:0000422,,Gene name: gp100 (PMEL),6490,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,"A recombinant vaccinia virus encoding a modified peptide of the gp100 melanoma-melanocyte antigen with potential use in cancer immunotherapy. gp100 human antigen is a wild type self-antigen expressed by melanocytes, pigmented retinal cells and most melanomas. This recombinant vaccinia Mgp100 encodes a fragment epitope of gp100 bearing 2 amino acids substitution; T->M at position 210 and 288 A ->V at position 210. This modification may stimulate tumor infiltrating lymphocytes (TIL) more efficiently.",PubMed:12912944,,5505,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5505,https://github.com/vaccineontology/VO/issues/346,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C51978,,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
193,VO:0007105,Recombinant Vaccinia-Multiepitope Melanoma Peptides-B7.1-B7.2 Vaccine,,melanoma vaccine,VO:0000422,,Gene name: Cd86|Gene name: MLANA-Dupli|Gene name: CD80|Gene name: gp100 (PMEL),12524|2315|941|6490,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens,,,"A cancer vaccine consisting of an inactivated recombinant vaccinia virus encoding epitope peptides derived from melanoma-related HLA-A2-restricted tumor-associated antigens (TAAs), including Melan-A(27-35), gp100(280-288) and tyrosinase(1-9), and two co-stimulatory B7 proteins, B7.1 (CD80) and B7.2 (CD86). Upon administration, recombinant vaccinia-multiepitope melanoma peptides-B7.1-B7.2 vaccine may stimulate a cytotoxic T-lymphocyte response against melanoma cells that express TAAs which share epitopes with the epitope peptides expressed by the vaccine viral vector, resulting in tumor cell lysis; vaccine viral vector-expressed co-stimulatory proteins B7.1 and B7.2 may enhance the cytotoxic T-lymphocyte immune response to the TAAs.",PubMed:30626434,,5232,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5232,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C48638,,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
194,VO:0007106,Recombinant Vaccinia-TRP1 Vaccine,,melanoma vaccine,VO:0000422,,Gene name: TRP-1,22178,Clinical trial,recombinant vector vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,A recombinant vaccinia virus encoding the melanocyte differentiation antigen tyrosinase-related protein-1 (TRP-1) with potential use in cancer immunotherapy.,PubMed:19047169,,5063,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5063,https://github.com/vaccineontology/VO/issues/352,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C29564,,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
195,VO:0007107,Sargramostim Plasmid DNA Melanoma Vaccine Adjuvant,,melanoma vaccine,VO:0000422,,Gene name: CTLA4|Gene name: TNFRSF18,1493|8784,Clinical trial,DNA vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,"A vaccine adjuvant consisting of a plasmid DNA encoding sargramostim (a granulocyte macrophage-colony stimulating factor). Upon administration, expressed sargramostim may stimulate a cytotoxic T cell response enhancing the host immune response to a concomitantly administered melanoma vaccine.",PubMed:26241951,,5194,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5194,https://github.com/vaccineontology/VO/issues/360,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C2430,NCT: https://clinicaltrials.gov/ct2/show/NCT01216436,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
196,VO:0007108,Synchotrope TA2M Vaccine,,melanoma vaccine,VO:0000422,,,,Research,DNA vaccine role,,vaccine has DNA plasmid,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,intramuscular route,"A recombinant plasmid DNA vaccine that encodes two peptides, tyrosinase 207-216 and tyrosinase 1-17,  both of which are derived from human tyrosinase.",PubMed:12833467,,4002,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4002,https://github.com/vaccineontology/VO/issues/406,,NCT: https://clinicaltrials.gov/ct2/show/NCT00023647,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
197,VO:0007109,Synchrotope TA2M Plasmid DNA Vaccine,,melanoma vaccine,VO:0000422,,Gene name: Tyrosinase,7299,Clinical trial,DNA vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,"A recombinant plasmid DNA vaccine encoding epitopes of tyrosinase with potential antineoplastic activity. Synchrotope TA2M vaccine contains a plasmid encoding 2 epitopes, amino acid sequences 207-216 and 1-17 of tyrosinase, a protein frequently expressed by melanoma cells. Vaccination with the TA2M plasmid DNA vaccine may induce the production of anti-tyrosinase antibodies as well as elicit a cytotoxic T-lymphocyte (CTL) response against tyrosinase-expressing tumor cells, resulting in decreased tumor growth.",PubMed:12833467,,5218,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5218,https://github.com/vaccineontology/VO/issues/407,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C2650,NCT: https://clinicaltrials.gov/ct2/show/NCT00023647,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
198,VO:0007110,Synchrovax SEM Plasmid DNA Vaccine,,melanoma vaccine,VO:0000422,,Gene name: MLANA-Dupli|Gene name: Tyrosinase,2315|7299,Clinical trial,DNA vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,"A bivalent DNA vaccine encoding epitopes for both Melan-A (MART-1) and tyrosinase with potential antineoplastic activity. Synchrovax SEM plasmid DNA vaccine contains a plasmid pSEM that encodes 4 epitopes: Melan-A (26-35), Melan-A (31-96), tyrosinase (1-9), and tyrosinase (369-377). Both Melan-A and tyrosinase are tumor antigens associated with melanoma. Vaccination with this plasmid DNA vaccine may induce both humoral and cytotoxic lymphocyte (CTL) responses against cells expressing either or both of these antigens, resulting in decreased tumor growth.",,,5506,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5506,https://github.com/vaccineontology/VO/issues/408,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C28549,NCT: https://clinicaltrials.gov/ct2/show/NCT00033228,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
199,VO:0007111,Synthetic Melanoma-Associated Antigens Vaccine,,melanoma vaccine,VO:0000422,,Gene name: PMEL - obsolete,6490,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,melanoma,Homo sapiens|Mus musculus,,,"A cancer vaccine containing synthetic epitope peptides derived from melanoma tumor-associated antigens (TAAs), including melanoma-melanocyte antigen gp100(280-288), melanoma-associated antigen tyrosinase(1-9), and melanoma-associated antigen melan-A(27-35). Upon administration, synthetic melanoma-associated antigens vaccine may stimulate a cytotoxic T-lymphocyte immune response against melanoma cells that express TAAs which share epitopes with the vaccine epitope peptides, resulting in tumor cell lysis.",PubMed:11874634,,5217,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5217,https://github.com/vaccineontology/VO/issues/411,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C48639,NCT: https://clinicaltrials.gov/ct2/show/NCT00116597,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
200,VO:0007112,Tetravalent RNA-lipoplex Cancer Vaccine,,melanoma vaccine,VO:0000422,,Gene name: MAGE-1,416115,Clinical trial,subunit vaccine role,,,therapeutic vaccine function,melanoma,Homo sapiens,,,"A RNA-lipoplex (RNA-LIP)-based cancer vaccine containing four naked ribonucleic acid (RNA)-drug products (DPs) RBL001.1, RBL002.2, RBL003.1, and RBL004.1 encoding the four melanoma-associated antigens (MAAs), the cancer-testis antigen NY-ESO-1, the human melanoma-associated antigen A3 (MAGE-A3), tyrosinase, and putative tyrosine-protein phosphatase (TPTE), encapsulated in liposomes, with potential antineoplastic activity. Upon intravenous administration of the tetravalent RNA-lipoplex cancer vaccine BNT111, the liposomes protect the RNA from degradation in the bloodstream, travel to the spleen and are taken up by antigen-presenting cells (APCs). The RNA is translocated to the cytoplasm and translated into the four tumor-associated proteins. The expressed proteins are processed and the human leukocyte antigen (HLA)-peptide complexes are presented to the immune system. This results in the production of various pro-inflammatory cytokines and induces antigen-specific CD8+ and CD4+ T-cell responses against the four selected MAAs NY-ESO-1, MAGE-A3, tyrosinase, and TPTE.",PubMed:21093980,,5114,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5114,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C122396,NCT: https://clinicaltrials.gov/ct2/show/NCT02410733,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
201,VO:0007113,TLR-9/GM Vaccine,,melanoma vaccine,VO:0000422,,Gene name: MLANA|Gene name: PMEL|Gene name: Tyrosinase,2315|6409|7299,Research,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,melanoma,Homo sapiens,,intramuscular route,,PubMed:23090079,,4004,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4004,,,,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
202,VO:0007114,TriMixDC-MEL Vaccine,,melanoma vaccine,VO:0000422,,,,Clinical trial,,,,therapeutic vaccine function,melanoma,Homo sapiens,,intramuscular route,,PubMed:23509826,,4075,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4075,,,,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
203,VO:0007115,TRP-2: 180-188 Peptide Vaccine,,melanoma vaccine,VO:0000422,,Gene name: TRP-2,1638,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,melanoma,Homo sapiens,,,"A recombinant peptide consisting of amino acid residues 180 to 188 of the tyrosinase-related protein 2 (TRP2). Expressed by cells of melanocyte origin, TRP2 is an enzyme involved in the process that converts tyrosinase to melanin pigments. Vaccination with TRP-2: 180-188 peptide may induce cytotoxic T lymphocyte (CTL) responses to melanoma cells.",PubMed:16906394,,5325,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5325,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C2815,NCT: https://clinicaltrials.gov/ct2/show/NCT00022438,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
204,VO:0007116,TRP1(0RF3):1-9 Peptide Vaccine,,melanoma vaccine,VO:0000422,,Gene name: TRP-1,22178,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,melanoma,Homo sapiens,,,"A recombinant peptide consisting of amino acid residues 1 to 9 of the tyrosinase-related protein 1 (TRP1). Expressed by cells of melanocyte origin, TRP1 is an enzyme involved in the process that converts tyrosinase to melanin pigments. Vaccination with TRP1(0RF3):1-9 may stimulate cytotoxic T cell responses to melanoma cells.",PubMed:8027058,,5487,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5487,,NCI: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C2816,NCT: https://clinicaltrials.gov/ct2/show/NCT00019383,Virginia He|Jimmy Guo|Jie Zheng|Oliver He,,,,
