ID,LABEL,InSubset,Parent,has part,has role,in taxon,definition,definition source,term editor,alternative label,seeAlso,editor note,comment,comment
VO:0011045,Peb1A,protein,Campylobacter jejuni protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 397; NCBI Protein GI: 112360246; NCBITaxon: 192222,,"Chitosan-DNA vaccines were prepared by embedding pcDNA3.1(+)-cadF and pcDNA3.1(+)-peblA with chitosan respectively. The mice immunized with chitosan-DNA vaccines have generated high levels of IgA and IgG from the sera and IgA from the intestinal secretions and the P/N value went up to 20.58, 30.13 and 6.87 respectively. The chitosan-DNA vaccines induced strongest level of protection in BALB/c mice against challenge with C. jejuni HS:19 strain and the protective efficacies was 93.70 [PubMed: 18206008].",
VO:0011046,FlaA from C. jejuni 81-176,protein,Campylobacter jejuni protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 398; NCBI Gene GI: 4682159; NCBI Protein GI: 121612545; NCBI Protein Accession: YP_001000997; NCBITaxon: 354242,,"Mice were immunized intranasally with two doses of 3 to 50 microgram of MBP-FlaA.  The protective efficacies of a 50 microgram of MBP-FlaA plus LT(R192G) dose against disease symptoms and intestinal colonization were 81.1 and 84%, respectively. When mice which had been immunized with 50 microgram of MBP-FlaA plus LT(R192G) intranasally were challenged orally with 8 x 10(10), 8 x 10(9), or 8 x 10(8) cells of strain 81-176, the protective efficacies against intestinal colonization at 7 days postinfection were 71.4, 71.4, and 100%, respectively [PubMed: 10531231].",
VO:0011047,FspA1,protein,Campylobacter jejuni protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 399; NCBI Protein GI: 116292649; NCBITaxon: 197,,"Immunogenicity and protective efficacy of three Campylobacter jejuni flagellum-secreted proteins, FlaC, FspA1, and FspA2, were compared by use of a mouse model.  Immunization with FspA1 resulted in 57.8% protection without adjuvant or 63.8% protection with adjuvant against homologous challenge with 81-176 [PubMed: 18426878].",
VO:0011048,FlaC,protein,Campylobacter jejuni protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 400; NCBI Gene GI: 4682885; NCBI Protein GI: 121612344; NCBI Protein Accession: YP_001000416; NCBITaxon: 354242,,"Immunogenicity and protective efficacy of three Campylobacter jejuni flagellum-secreted proteins, FlaC, FspA1, and FspA2, were compared by use of a mouse model.  All three proteins were immunogenic, FlaC provided an 18% protection against disease from C. jejuni 81-176 [PubMed: 18426878].",
VO:0011049,FspA2,protein,Campylobacter jejuni protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 409; NCBI Protein GI: 116292677; NCBITaxon: 197,,"Immunogenicity and protective efficacy of three Campylobacter jejuni flagellum-secreted proteins, FlaC, FspA1, and FspA2, were compared by use of a mouse model.  Immunization with FspA2 provided 38.4% (without adjuvant) or 47.2% (with adjuvant) protection against disease from homologous challenge with CG8486 [PubMed: 18426878].",
VO:0011050,Tax,protein,Bovine Leukemia virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 410; NCBI Gene GI: 2760848; NCBI Protein GI: 9626228; NCBI Protein Accession: NP_056895; NCBITaxon: 11901,,A DNA vaccination trial was performed on sheep to determine whether vaccination with bovine leukemia virus (BLV) transactivator Tax DNA is effective against BLV infection.  Results showed higher levels of virus titers in control sheep than those in Tax-vaccinated sheep. Higher levels of IFN-gamma mRNA expression have been demonstrated in vaccinated sheep after the challenge. These results suggested that Th1 type immune response induced by Tax DNA vaccine inhibited BLV propagation in vaccinated sheep at the early phase of infection [PubMed: 14665749].,
VO:0011051,Env/Rex/Tax,protein,Bovine Leukemia virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 411; NCBI Gene GI: 2760849; NCBI Protein GI: 9626230; NCBI Protein Accession: NP_056898; NCBITaxon: 11901,,The bovine leukemia virus (BLV) envelope gene encoding extracellular glycoprotein gp51 (encoded by env gene) and transmembrane glycoprotein gp30 was cloned into a vehicle expression vector under the human cytomegalovirus (CMV) intermediate early promoter. The intramuscular injection of this plasmid vector generated a cellular immune response. Seven out of ten cows vaccinated with the DNA construct resisted a drastic challenge [PubMed: 10824867].,
VO:0011052,CDVgp6 haemagglutinin protein H,protein,Canine distemper virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 412; NCBI Gene GI: 1489792; NCBI Protein GI: 9630651; NCBI Protein Accession: NP_047206; NCBITaxon: 11232,,"Young mink kits (n=8) were vaccinated with DNA plasmids encoding the viral haemagglutinin protein (H) of a vaccine strain of Canine distemper virus (CDV).  The mink were protected against viraemia, lymphopenia, clinical disease and changes in the percentage of IFN-gamma producing peripheral blood leucocytes after challenge inoculation with a recent wild type strain of CDV. Essentially, these results demonstrate that early life DNA vaccination with the H gene of a CDV vaccine strain induced robust protective immunity against a recent wild type CDV [PubMed: 19596418].",
VO:0011053,CDVgp5,protein,Canine distemper virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 413; NCBI Gene GI: 1489793; NCBI Protein GI: 9630650; NCBI Protein Accession: NP_047205; NCBITaxon: 11232,,"Study reports the engineering and the characterization of two replication-competent canine adenovirus type 2 (CAV2)-based vaccines expressing, respectively, the CDV hemagglutinin (HA) and fusion (F) antigens (CDVgp5). We first demonstrated that the intranasal vaccination with a mixture of both recombinant CAV2s provides an excellent level of protection in seronegative puppies, confirming the value of replication-competent adenovirus-based vectors for mucosal vaccination [PubMed: 12297394].",
VO:0011054,VP2 from Canine parvovirus,protein,Canine parvovirus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 414; NCBI Gene GI: 1489588; NCBITaxon: 10788,,"A vaccine based upon a recombinant plant virus (CPMV-PARVO1), displaying a peptide derived from the VP2 capsid protein of canine parvovirus (CPV), has previously been described. To date, studies with the vaccine have utilized viable plant chimaeric particles (CVPs).  Results show that the inactivated CVP is able to protect dogs from a lethal challenge with CPV following parenteral immunization with the vaccine.  Dogs immunized with the inactivated CPMV-PARVO1 in adjuvant displayed no clinical signs of disease and shedding of CPV in faeces was limited following CPV challenge. [PubMed: 11395200].",
VO:0011055,VP1 from Canine parvovirus,protein,Canine parvovirus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 415; NCBI Gene GI: 1489587; NCBITaxon: 10788,,This study shows that a plasmid DNA (pGT36VP1) encoding the full length VP1 region of canine parvovirus (CPV) induces immunity that protects dogs against challenge with virulent virus [PubMed: 9569471].,
VO:0011056,DnaX,protein,Chlamydophila abortus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 416; NCBI Protein GI: 62148024; NCBITaxon: 218497,,"Genetic immunization was used to functionally test the genes of C. abortus as vaccines in a mouse challenge system.  DNA pol III Gamma and Tau (CP #1, dnaX) was found to be protective.  CP #1 (dnaX) was more protective than the live-vaccine, positive control.  [PubMed: 15811648].",
VO:0011057,GatC,protein,Chlamydophila abortus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 417; NCBI Protein GI: 62184917; NCBITaxon: 218497,,"Genetic immunization was used to functionally test the genes of C. abortus as vaccines in a mouse challenge system. Glu-tRNA Gln Amidotransferase (CP #2, gatC) was found to be protective. Three of the clones (CP #1) elicited protection that was statistically higher than the unvaccinated control, which has high variance [PubMed: 15811648].",
VO:0011058,Pomp90A,protein,Chlamydophila abortus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 418; NCBI Protein GI: 187438939; NCBITaxon: 83555,,"Genetic immunization was used to functionally test the genes of C. abortus as vaccines in a mouse challenge system.   Protective clone CP #4 (OMP90A, pomp90A) was diluted 1/2000 in a non-protective sublibrary pool of clones. This CP #4-spiked sublibrary conferred protection.  Five clones were significantly more protective than the genes encoding fewer than 50 amino acids (CP #1 and 7, p-value of less than 0.05 when comparing lung weights). [PubMed: 15811648].",
VO:0011059,CAB049 putative penicillin-binding protein,protein,Chlamydophila abortus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 419; NCBI Protein GI: 62184696; NCBITaxon: 218497,,"Genetic immunization was used to functionally test the genes of C. abortus as vaccines in a mouse challenge system.  CP #5 (Transglycolase/transpeptidase, CAB049 putative penicillin-binding protein) was significantly more protective than the genes encoding fewer than 50 amino acids (p-value of less than 0.05 when comparing lung weights).  The chlamydial loads generally tracked with protection and the most protective genes were significantly lower than in unvaccinated controls (p < 0.05 in the Mannhitney U-test for genes CP #1, 2, 4, 9, 10) [PubMed: 15811648].",
VO:0011060,OmlA,protein,Chlamydophila abortus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 420; NCBI Protein GI: 62184824; NCBITaxon: 218497,,"Genetic immunization was used to functionally test the genes of C. abortus as vaccines in a mouse challenge system.  CP #7 (omlA) was significantly more protective than the genes encoding fewer than 50 amino acids (p-value of less than 0.05 when comparing lung weights). The chlamydial loads generally tracked with protection and the most protective genes were significantly lower than in unvaccinated controls (p < 0.05 in the Mannhitney U-test for genes CP #1, 2, 4, 9, 10) [PubMed: 15811648].",
VO:0011061,CAB613 putative peptidase,protein,Chlamydophila abortus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 421; NCBI Protein GI: 62185225; NCBITaxon: 218497,,"Genetic immunization was used to functionally test the genes of C. abortus as vaccines in a mouse challenge system.  Of the 14 individually tested clones, CP #1 through CP #9 had positive relative protection scores.  CP #8 (CAB613, Oligopeptidase) was found to confer protection [PubMed: 15811648].",
VO:0011062,Gam82,protein,Eimeria maxima protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 457; NCBI Protein GI: 38565038; NCBITaxon: 5804,,Animals vaccinated with Gam82 and challenged with E. maxima showed lower oocyst shedding and reduced intestinal pathology compared with non-vaccinated and parasite-challenged animals. Gam82 vaccination also stimulated the production of antigen-specific serum antibodies and induced greater levels of IL-2 and IL-15 mRNAs compared with non-vaccinated controls. These results demonstrate that the Gam82 recombinant protein protects against E. maxima and augments humoral and cell-mediated immunity [PubMed: 20178868].,
VO:0011063,MIC2,protein,Eimeria tenella protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 459; NCBI Protein GI: 225579627; NCBITaxon: 5802,,"Birds vaccinated with Eimeria tenella microneme recombinant gene (EtMIC2) and encoded protein developed protective immunity against infection by E. tenella as assessed by significantly increased body weight gain and decreased fecal oocyst shedding compared with non-vaccinated controls. Vaccination with the EtMIC2 gene also led to protective immunity against infection by E. acervulina, but not E. maxima [PubMed: 15882535].",
VO:0011064,Rho,protein,Eimeria tenella protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 460; NCBI Protein GI: 84043169; NCBITaxon: 5802,,"Two recombinant Mycobacterium bovis BCG (rBCG) strains carrying the Eimeria tenella rhomboid gene (Rho) delivered by extrachromosomal vector pMV261 and integrative vector pMV361 were evaluated for their ability to protect chickens against E. tenella challenge. Chickens were immunized intranasal with BCG, rBCG pMV261-Rho, or rBCG pMV361-Rho twice at a 2-week interval. All the recombinant BCG immunized chickens developed specific immune responses, and there was a significant increases of the percentages of CD4(+) and CD8(+) cells compared to the control (P<0.05). Challenge experiments demonstrated that the two rBCG strains could provide significant protection against E. tenella challenge [PubMed: 19117681].",
VO:0011065,TA4,protein,Eimeria tenella protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 461; NCBI Protein GI: 84783094; NCBITaxon: 5802,,"The immunization procedure of DNA vaccine pcDNA-TA4-IL-2 of Eimeria tenella, including route, dose, time of immunization and age of primary immunization of chicken, was optimized.  results illustrated that 25 microg was the optimal dose and intramuscular injection was the most effective route to induce protective immunity in Chinese Yellow chickens [PubMed: 19019543].",
