[class]	label	factory
<http://purl.obolibrary.org/obo/VO_0003917>	influenza A virus A/California/7/2009 (H1N1) antigen 0.015 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.015 MG/ML / influenza B virus B/Brisbane/9/2014 antigen 0.015 MG/ML [FLUAD 2015-2016]	Novartis
<http://purl.obolibrary.org/obo/VO_0003918>	FLUAD 2015-2016 vaccine Prefilled Syringe	Novartis
<http://purl.obolibrary.org/obo/VO_0003919>	FLUAD 2015-2016 vaccine 0.5 ML Prefilled Syringe	Novartis
<http://purl.obolibrary.org/obo/VO_0003920>	Fluad 2016-2017 Injectable Product	Novartis
<http://purl.obolibrary.org/obo/VO_0003921>	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluad 2016-2017]	Novartis
<http://purl.obolibrary.org/obo/VO_0003922>	Fluad 2016-2017 vaccine Prefilled Syringe	Novartis
<http://purl.obolibrary.org/obo/VO_0003923>	Fluad 2016-2017 vaccine 0.5 ML Prefilled Syringe	Novartis
<http://purl.obolibrary.org/obo/VO_0003924>	Fluad 2017-2018 Injectable Product	Novartis
<http://purl.obolibrary.org/obo/VO_0003925>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluad 2017-2018]	Novartis
<http://purl.obolibrary.org/obo/VO_0003926>	Fluad 2017-2018 vaccine Prefilled Syringe	Novartis
<http://purl.obolibrary.org/obo/VO_0003927>	Fluad 2017-2018 vaccine 0.5 ML Prefilled Syringe	Novartis
<http://purl.obolibrary.org/obo/VO_0003929>	influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML [Fluad 2018-2019]	Novartis
<http://purl.obolibrary.org/obo/VO_0003930>	Fluad 2018-2019 vaccine Prefilled Syringe	Novartis
<http://purl.obolibrary.org/obo/VO_0003931>	Fluad 2018-2019 vaccine 0.5 ML Prefilled Syringe	Novartis
<http://purl.obolibrary.org/obo/VO_0003932>	Gardasil Injectable Product	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003933>	L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.04 MG/ML [Gardasil]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003935>	GARDASIL 0.5 ML Injection	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003937>	GARDASIL 0.5 ML Prefilled Syringe	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003945>	Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML / Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML [Cervarix]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003946>	CERVARIX Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003947>	CERVARIX 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003951>	Ixiaro Injectable Product	Valneva SE
<http://purl.obolibrary.org/obo/VO_0003953>	Ixiaro (Japanese Encephalitis Vaccine, Inactivated, Adsorbed) Prefilled Syringe	Valneva SE
<http://purl.obolibrary.org/obo/VO_0003958>	Infanrix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003962>	Vaxchora Oral Suspension	PaxVax, Inc.
<http://purl.obolibrary.org/obo/VO_0003963>	Vaxchora 1,200,000,000 UNT per 100 ML Oral Suspension	PaxVax, Inc.
<http://purl.obolibrary.org/obo/VO_0003965>	Heplisav-B Injectable Product	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0003966>	HEPLISAV-B Prefilled Syringe	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0003967>	HEPLISAV-B 20 MCG per 0.5 ML Prefilled Syringe	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0003970>	Pentacel Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003973>	Pentacel vaccine 0.5 ML Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003974>	Kinrix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003975>	acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Kinrix]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003978>	KINRIX vaccine 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003979>	KINRIX vaccine Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003980>	KINRIX vaccine 0.5 ML Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003981>	Daptacel Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003982>	Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Daptacel]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003983>	DAPTACEL vaccine 0.5 ML Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003985>	Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Adacel]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003986>	Adacel Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003987>	Adacel 0.5 ML Prefilled Syringe	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003989>	Adacel 0.5 ML Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003991>	INFANRIX vaccine Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003994>	INFANRIX vaccine 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003995>	Boostrix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003999>	BOOSTRIX vaccine 0.5 ML Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0004089>	ACAM1000	Acambis, Inc
<http://purl.obolibrary.org/obo/VO_0004209>	Ovine Ecthyma Live Virus Vaccine	Colorado Serum Company CZ Veterinaria
<http://purl.obolibrary.org/obo/VO_0004211>	West Nile Virus DNA Vaccine (USDA: 1995.D0)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0004212>	Canine Parainfluenza Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 47A9.20)	Intervet
<http://purl.obolibrary.org/obo/VO_0004214>	Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine-Erysipelothrix Rhusiopathiae-Haemophilus Parasuis Bacterin (USDA: 49V9.20)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0004214>	Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine-Erysipelothrix Rhusiopathiae-Haemophilus Parasuis Bacterin (USDA: 49V9.20)	Intervet
<http://purl.obolibrary.org/obo/VO_0004216>	BACILLUS ANTHRACIS STRAIN V770-NP1-R ANTIGENS 0.1 MG/ML [Biothrax]	BioPort Corp
<http://purl.obolibrary.org/obo/VO_0004217>	Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine-Haemophilus Parasuis Bacterin (USDA: 49Q9.20)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0004217>	Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine-Haemophilus Parasuis Bacterin (USDA: 49Q9.20)	Intervet
<http://purl.obolibrary.org/obo/VO_0004280>	Aflunov	Novartis
<http://purl.obolibrary.org/obo/VO_0004281>	Fluad	Novartis
<http://purl.obolibrary.org/obo/VO_0004325>	PRRSV DNA vaccine GST-ORF5 encoding GP5	Intervet
<http://purl.obolibrary.org/obo/VO_0004482>	Vaccinia virus DNA vaccine A33R from strain IHD-J	Acambis, Inc
<http://purl.obolibrary.org/obo/VO_0004486>	Vaccinia virus DNA vaccine wtD8L	Acambis, Inc
<http://purl.obolibrary.org/obo/VO_0004508>	PRRSV DNA vaccine pIRESorf5/IL-2	Intervet
<http://purl.obolibrary.org/obo/VO_0004509>	PRRSV DNA vaccine pIRESorf7/IL-2	Intervet
<http://purl.obolibrary.org/obo/VO_0004808>	APSV Wetvax	Acambis, Inc
<http://purl.obolibrary.org/obo/VO_0004814>	Biothrax 0.5 ML Injectable Suspension	BioPort Corp
<http://purl.obolibrary.org/obo/VO_0004817>	Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 1000000 UNT/ML [Rotarix]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0004818>	Rotarix, Rotavirus, live attenuated (RV1) G1P[8] Oral Vaccine	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0004832>	RotaTeq, Rotavirus, live pentavalent (RV5) Oral Vaccine	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0004833>	Quadracel Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0004834>	Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Quadracel]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0004835>	Quadracel vaccine 0.5 ML Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0004845>	Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML [Menveo]	Novartis
<http://purl.obolibrary.org/obo/VO_0004847>	Trumenba Injectable Product	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0004848>	Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen 0.12 MG/ML / Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML [Trumenba]	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0004849>	Trumenba vaccine Prefilled Syringe	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0004851>	Bexsero Injectable Product	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0004852>	meningococcal group B vaccine 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML [Bexsero]	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0004853>	BEXSERO vaccine 0.5 ML Prefilled Syringe	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0004854>	smallpox vaccine live vaccinia virus	Acambis, Inc
<http://purl.obolibrary.org/obo/VO_0004855>	smallpox vaccine live vaccinia virus 500000000 UNT/ML	Acambis, Inc
<http://purl.obolibrary.org/obo/VO_0004856>	ACAM2000 Injectable Product	Acambis, Inc
<http://purl.obolibrary.org/obo/VO_0004857>	ACAM2000 smallpox (vaccinia) vaccine, live Injectable Solution	Acambis, Inc
<http://purl.obolibrary.org/obo/VO_0004858>	smallpox vaccine live vaccinia virus 500000000 UNT/ML [ACAM2000]	Acambis, Inc
<http://purl.obolibrary.org/obo/VO_0004865>	MenHibrix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0004870>	Menomune A/C/Y/W-135 Injectable Product	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0004873>	Adenovirus Type 4 Vaccine Live Pill	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0004874>	Adenovirus Type 4 Vaccine Live Delayed Release Oral Tablet	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0004876>	Adenovirus Type 4 Vaccine Live 32000 UNT	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0004877>	Adenovirus Type 7 Vaccine Live Oral Product	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0004879>	Adenovirus Type 7 Vaccine Live Delayed Release Oral Tablet	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0004881>	Adenovirus Type 7 Vaccine Live 32000 UNT	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0004884>	Menomune A/C/Y/W-135 Vaccine 0.5 ML Injection	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0004885>	Menomune A/C/Y/W-135 Vaccine Injectable Solution	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0004893>	Fluenz	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0004903>	Inactivated monovalent influenza A/H5N1 (3.75 mcg hemagglutinin [HA] A/Indonesia/05/2005) split-virus (SV) vaccine (Sanofi)	Sanofi Pasteur, Inc
<http://purl.obolibrary.org/obo/VO_0004994>	SCB-2019	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0004994>	SCB-2019	Clover Biopharmaceuticals, Inc.
<http://purl.obolibrary.org/obo/VO_0004994>	SCB-2019	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0004996>	AdCLD-CoV19	Cellid Co., Ltd.
<http://purl.obolibrary.org/obo/VO_0004999>	AKS-452	University Medical Center Groningen
<http://purl.obolibrary.org/obo/VO_0005085>	VAT00002	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0005159>	Ad26.COV2.S	Janssen Pharmaceutica
<http://purl.obolibrary.org/obo/VO_0005174>	bacTRL-Spike	Symvivo
<http://purl.obolibrary.org/obo/VO_0005192>	MVC-COV1901	Medigen, Inc.
<http://purl.obolibrary.org/obo/VO_0005192>	MVC-COV1901	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0010705>	Actacel	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0010707>	Avaxim - Pediatric	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0010710>	Dukoral	SBL Vaccine
<http://purl.obolibrary.org/obo/VO_0010711>	Engerix-B	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010712>	Eolarix	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010713>	Epaxal	Berna Biotech, Ltd
<http://purl.obolibrary.org/obo/VO_0010717>	Imovax Rabies (Canada)	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0010718>	Inactivated Poliomyelitis Vaccine - IPV	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0010719>	Infanrix-hexa	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010720>	Infanrix/Hib	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010721>	Infanrix-IPV	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010722>	Infanrix -IPV/Hib	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010723>	Liquid Pedvax HIB	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0010723>	Liquid Pedvax HIB	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0010725>	Meningococcal Polysaccharide Vaccine, Groups A & C, Menomune A/C	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0010727>	Menomune A/C/Y/W-135	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0010728>	Mutacol	Berna Biotech, Ltd
<http://purl.obolibrary.org/obo/VO_0010730>	Pediacel	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0010732>	Pneumovax 23 (Canada)	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0010733>	Prevnar (Canada)	Wyeth Canada
<http://purl.obolibrary.org/obo/VO_0010734>	Priorix	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010735>	Priorix-Tetra	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010737>	Recombivax HB	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0010738>	Rotarix	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010739>	Td Adsorbed	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0010743>	Twinrix Junior	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010746>	Varilrix	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0010747>	Varivax III	Merck Frosst
<http://purl.obolibrary.org/obo/VO_0010749>	Vivotif (Canada)	Berna Biotech, Ltd
<http://purl.obolibrary.org/obo/VO_0011558>	Ixiaro	Valneva SE
<http://purl.obolibrary.org/obo/VO_0015001>	Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Twinrix]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0015009>	Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML [ActHIB]	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0015010>	Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injection [ActHIB]	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0015019>	Engerix-B Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0015020>	Hepatitis B Surface Antigen Vaccine Injection [Engerix-B]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0015024>	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Tenivac]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0015025>	diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection [Tenivac]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0015026>	Tenivac Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0015027>	diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Tenivac]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0015030>	Varivax Injectable Product	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015031>	Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injection [Varivax]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015034>	0.5 ML L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML Injection [Gardasil 9]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015035>	L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML [Gardasil 9]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015036>	0.5 ML L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML Prefilled Syringe [Gardasil 9]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015037>	Gardasil 9 injection	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015038>	Gardasil 9 Injectable Product	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015039>	Gardasil 9 prefilled syringe	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015048>	Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 25000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML [M-M-R II]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015050>	Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) Injection [M-M-R II]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015051>	M-M-R II Injectable Product	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0015080>	Fluzone 2015-2016	Sanofi Pasteur Limited
