ID,LABEL,inSubset,subCategory,Parent,Parent (name),Equivalent Class,alternative ID,alternative label,definition,definition source,term editor,editor note,example of usage,term tracker item,comment,seeAlso,hasDbXref,VIOLIN vaccine ID,RxNORM ID,RxNORM Preferred Name,vaccine STN,FDA vaccine indications,status of vaccine development,NCBI GeneID,Unnamed: 25,trade name,vaccine package insert PDF URL,vaccine proper name,has vaccine ingredient,has vaccine active ingredient,immunizes host,immunizes against disease,immunizes against pathogen,is_distributed_by,is_distributed_by (name),is_manufactured_by,is_manufactured_by (name),has quality,has role,has part,has component,has prime vaccine,has vaccine component,has vaccine vector,has vaccine antigen,has subunit vaccine antigen,has subunit vaccine protective antigen,has vaccine protective antigen,has gene mutation,vaccine organism has mutation,has vaccine allergen,has function,expresses,is_specified_input_of,vaccinated in route,blocks transmission of pathogen via vaccine,vaccine immunity response transferrable to organism,associated axioms
VO:0001893,Bovine rhinotracheitis-parainfluenza 3 modified live virus vaccine-leptospira grippotyphosa-hardjo-pomona bacterin (usda: 4179.00),vaccine,,VO:0002341,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4179.00|violinID:2181;2182;2183,,,,,,,,,,,,,,,,,,,,VO:0000890,Colorado Serum Company CZ Veterinaria,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001894,Bovine rhinotracheitis-parainfluenza 3 modified live virus vaccine-leptospira pomona bacterin (usda: 4209.00),vaccine,,VO:0002342,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Leptospira Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4209.00|violinID:2184;2185;2186,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001895,Bovine rhinotracheitis-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1071.00),vaccine,,VO:0002343,Bovine Rhinotracheitis-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1071.00|violinID:1197;1198;1199,,,,,,,,,,,,,,,,,,,,VO:0000057,Heska Corporation,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001896,Bovine rhinotracheitis-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1071.20),vaccine,,VO:0002343,Bovine Rhinotracheitis-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1071.20|violinID:1200;1201;1202,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001897,Bovine rhinotracheitis-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1071.21),vaccine,,VO:0002343,Bovine Rhinotracheitis-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1071.21|violinID:1203;1204;1205,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001898,Bovine rhinotracheitis-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1071.22),vaccine,,VO:0002343,Bovine Rhinotracheitis-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1071.22|violinID:1206;1207;1208,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001899,Bovine rhinotracheitis-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1071.23),vaccine,,VO:0002343,Bovine Rhinotracheitis-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1071.23|violinID:1209;1210;1211,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001900,Bovine rhinotracheitis-respiratory syncytial virus killed virus vaccine (usda: 11b5.20),vaccine,,VO:0002344,Bovine Rhinotracheitis-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 11B5.20|violinID:1213;1214,,,,,,,,,,,,,,,,,,,,VO:0001119,"Merial, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001901,Bovine rhinotracheitis-virus diarrhea killed virus vaccine (usda: 1155.20),vaccine,,VO:0002345,Bovine Rhinotracheitis-Virus Diarrhea Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1155.20|violinID:1224;1225,,,,,,,,,,,,,,,,,,,,,,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001902,Bovine rhinotracheitis-virus diarrhea killed virus vaccine (usda: 1155.30),vaccine,,VO:0002345,Bovine Rhinotracheitis-Virus Diarrhea Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1155.30|violinID:1226;1227,,,,,,,,,,,,,,,,,,,,VO:0000057,Heska Corporation,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001903,Bovine rhinotracheitis-virus diarrhea killed virus vaccine-campylobacter fetus-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4145.20),vaccine,,VO:0002346,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Campylobacter Fetus-Leptospira CanicolaGrippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4145.20|violinID:2195;2196;2197;2198,,,,,,,,,,,,,,,,,,,,VO:0000570,"Novartis Animal Health US, Inc.",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001904,Bovine rhinotracheitis-virus diarrhea killed virus vaccine-campylobacter fetus-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4145.21),vaccine,,VO:0002346,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Campylobacter Fetus-Leptospira CanicolaGrippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4145.21|violinID:2199;2200;2201;2202,,,,,,,,,,,,,,,,,,,,VO:0000057,Heska Corporation,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001905,Bovine rhinotracheitis-virus diarrhea killed virus vaccine-haemophilus somnus-mannheimia haemolytica-pasteurella multocida bacterin-toxoid (usda: 43s5.20),vaccine,,VO:0002347,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Haemophilus Somnus-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 43S5.20|violinID:2203;22042205;2206;2207,,,,,,,,,,,,,,,,,,,,VO:0000058,"Texas Vet lab, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001906,Bovine rhinotracheitis-virus diarrhea killed virus vaccine-haemophilus somnus-mannheimia haemolytica-pasteurella multocida-salmonella typhimurium bacterin-toxoid (usda: 43t5.20),vaccine,,VO:0002348,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Haemophilus Somnus-Mannheimia Haemolytica-Pasteurella Multocida-Salmonella Typhimurium Bacterin-Toxoid,,,,,,Asiyah Yu Lin,,,,,USDA: 43T5.20|violinID:2208;2209;2210;2211;2212;2213,,,,,,,,,,,,,,,,,,,,VO:0000058,"Texas Vet lab, Inc",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001907,Bovine rhinotracheitis-virus diarrhea killed virus vaccine-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4335.20),vaccine,,VO:0002349,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Leptospira Canicola-Grippotyphosa-HardjoIcterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4335.20|violinID:2214;2215;2216,,,,,,,,,,,,,,,,,,,,VO:0000057,Heska Corporation,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001908,Bovine rhinotracheitis-virus diarrhea killed virus vaccine-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4336.30),vaccine,,VO:0002349,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Leptospira Canicola-Grippotyphosa-HardjoIcterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4336.30|violinID:2217;2218;2219,,,,,,,,,,,,,,,,,,,,VO:0000057,Heska Corporation,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001909,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine (usda: 1151.00),vaccine,,VO:0002345,Bovine Rhinotracheitis-Virus Diarrhea Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1151.00|violinID:1214;1215,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001910,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine (usda: 1151.20),vaccine,,VO:0002345,Bovine Rhinotracheitis-Virus Diarrhea Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1151.20|violinID:1216;1217,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001911,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine (usda: 1151.22),vaccine,,VO:0002345,Bovine Rhinotracheitis-Virus Diarrhea Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1151.22|violinID:1218;1219,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001912,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine (usda: 1151.23),vaccine,,VO:0002345,Bovine Rhinotracheitis-Virus Diarrhea Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1151.23|violinID:1220;1221,,,,,,,,,,,,,,,,,,,,VO:0000901,"Boehringer-Ingelheim Vetmedica, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001913,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine (usda: 1151.26),vaccine,,VO:0002345,Bovine Rhinotracheitis-Virus Diarrhea Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1151.26|violinID:1222;1223,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001914,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine-campylobacter fetus-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4141.20),vaccine,,VO:0002346,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Campylobacter Fetus-Leptospira CanicolaGrippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4141.20|violinID:2191;2192;2193;2194,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001915,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4339.00),vaccine,,VO:0002349,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Leptospira Canicola-Grippotyphosa-HardjoIcterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4339.00|violinID:2220;2221;2222,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001916,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine-leptospira grippotyphosa-hardjo-pomona bacterin (usda: 4359.00),vaccine,,VO:0002350,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4359.00|violinID:2223;2224;2225,,,,,,,,,,,,,,,,,,,,VO:0000890,Colorado Serum Company CZ Veterinaria,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001917,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine-leptospira hardjo-pomona bacterin (usda: 4399.20),vaccine,,VO:0002351,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Leptospira Hardjo-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4399.20|violinID:2226;2227;2228,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001918,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine-leptospira pomona bacterin (usda: 4389.00),vaccine,,VO:0002352,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Leptospira Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4389.00|violinID:2229;2230;2231,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001919,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine-leptospira pomona bacterin (usda: 4389.20),vaccine,,VO:0002352,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Leptospira Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4389.20|violinID:2232;2233;2234,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001920,Bovine rhinotracheitis-virus diarrhea modified live virus vaccine-leptospira pomona bacterin (usda: 4389.21),vaccine,,VO:0002352,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Leptospira Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4389.21|violinID:2235;2236;2237,,,,,,,,,,,,,,,,,,,,VO:0000057,Heska Corporation,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001921,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 killed virus vaccine (usda: 1175.20),vaccine,,VO:0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1175.20|violinID:1252;1253;1254,,,,,,,,,,,,,,,,,,,,VO:0000570,"Novartis Animal Health US, Inc.",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001922,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 killed virus vaccine-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4435.20),vaccine,,VO:0002349,Bovine Rhinotracheitis-Virus Diarrhea Vaccine-Leptospira Canicola-Grippotyphosa-HardjoIcterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4435.20|violinID:2252;2253;2254;2255,,,,,,,,,,,,,,,,,,,,VO:0000570,"Novartis Animal Health US, Inc.",vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001923,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine (usda: 1171.00),vaccine,,VO:0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1171.00|violinID:1228;1229;1230,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001924,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine (usda: 1171.20),vaccine,,VO:0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1171.20|violinID:1231;1232;1233,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001925,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine (usda: 1171.22),vaccine,,VO:0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1171.22|violinID:1234;1235;1236,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001926,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine (usda: 1171.24),vaccine,,VO:0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1171.24|violinID:1237;1238;1239,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001927,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine (usda: 1171.25),vaccine,,VO:0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1171.25|violinID:1240;1241;1242,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001928,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine (usda: 1171.26),vaccine,,VO:0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1171.26|violinID:1243;1244;1245,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001929,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine (usda: 1171.27),vaccine,,VO:0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1171.27|violinID:1246;1247;1248,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001930,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine (usda: 1171.30),vaccine,,VO:0002353,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1171.30|violinID:1249;1250;1251,,,,,,,,,,,,,,,,,,,,VO:0000901,"Boehringer-Ingelheim Vetmedica, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001931,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine-campylobacter fetus-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4560.24),vaccine,,VO:0002354,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4560.24|violinID:2238;2239;2240;2241,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001932,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine-campylobacter fetus-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4560.25),vaccine,,VO:0002354,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4560.25|violinID:2242;2243;2244;2245,,,,,,,,,,,,,,,,,,,,VO:0000841,Pfizer Animal Health,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001933,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine-haemophilus somnus-campylobacter fetus-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4489.30),vaccine,,VO:0002490,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine-Haemophilus somnus-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4489.30|violinID:2246;2247;2248;2249;2250;2251,,,,,,,,,,,,,,,,,,,,VO:0000901,"Boehringer-Ingelheim Vetmedica, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001934,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4439.00),vaccine,,VO:0002355,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4439.00|violinID:2256;2257;2258;2259,,,,,,,,,,,,,,,,,,,,VO:0000890,Colorado Serum Company CZ Veterinaria,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001935,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine-leptospira canicola-grippotyphosa-hardjo-icterohaemorrhagiae-pomona bacterin (usda: 4439.20),vaccine,,VO:0002355,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4439.20|violinID:2260;2261;2262;2263,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001936,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine-leptospira grippotyphosa-hardjo-pomona bacterin (usda: 4479.00),vaccine,,VO:0002356,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4479.00|violinID:2264;2265;2266;2267,,,,,,,,,,,,,,,,,,,,VO:0000890,Colorado Serum Company CZ Veterinaria,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001937,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3 modified live virus vaccine-leptospira pomona bacterin (usda: 4509.00),vaccine,,VO:0002488,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine-Leptospira Pomona Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 4509.00|violinID:2268;2269;2270;2271,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001938,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3-respiratory syncytial virus killed virus vaccine-mannheimia haemolytica bacterin (usda: 44a5.20),vaccine,,VO:0002357,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Mannheimia Haemolytica Bacterin,,,,,,Asiyah Yu Lin,,,,,USDA: 44A5.20|violinID:2486;2487;2488;2489,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism inactivated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001939,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1181.00),vaccine,,VO:0002358,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1181.00|violinID:1255;1256;1257;1258,,,,,,,,,,,,,,,,,,,,VO:0000701,Wyeth Pharmaceuticals Inc,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001940,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1181.20),vaccine,,VO:0002358,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1181.20|violinID:1259;1260;1261;1262,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001941,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1181.21),vaccine,,VO:0002358,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1181.21|violinID:1263;1263;1265;1266,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001942,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1181.22),vaccine,,VO:0002358,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1181.22|violinID:1267;1268;1269;1270,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001943,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1181.23),vaccine,,VO:0002358,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1181.23|violinID:1271;1272;1273;1274,,,,,,,,,,,,,,,,,,,,,,vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
VO:0001944,Bovine rhinotracheitis-virus diarrhea-parainfluenza 3-respiratory syncytial virus modified live virus vaccine (usda: 1181.24),vaccine,,VO:0002358,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,,,,,,Asiyah Yu Lin,,,,,USDA: 1181.24|violinID:1275;1276;1277;1278,,,,,,,,,,,,,,,,,,,,VO:0000901,"Boehringer-Ingelheim Vetmedica, Inc",vaccine organism live attenuated,USA licensed vaccine role,,,,,,,,,,,,,,,,,,,
