ID,LABEL in VO,RxNorm OMOP extension ID,RxNorm Preferred Name
VO:0020519,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray,OMOP1127069,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray
VO:0020522,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray [Flumist] Box of 5 by Astrazeneca,OMOP1127072,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray [Flumist] Box of 5 by Astrazeneca
VO:0020516,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 160000000 /ML / influenza B virus antigen 160000000 /ML Nasal Spray,OMOP1127073,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 160000000 /ML / influenza B virus antigen 160000000 /ML Nasal Spray
VO:0020521,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray [Flumist] Box of 5,OMOP1127074,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray [Flumist] Box of 5
VO:0020520,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray [Flumist],OMOP1127078,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray [Flumist]
VO:0020518,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 160000000 /ML / influenza B virus antigen 160000000 /ML Nasal Spray [FluMist Quadrivalent] by Astrazeneca,OMOP1127081,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 160000000 /ML / influenza B virus antigen 160000000 /ML Nasal Spray [FluMist Quadrivalent] by Astrazeneca
VO:0020523,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray Box of 5,OMOP1127085,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 /ML / influenza B virus antigen 50000000 /ML Nasal Spray Box of 5
VO:0020517,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 160000000 /ML / influenza B virus antigen 160000000 /ML Nasal Spray [FluMist Quadrivalent],OMOP1127091,0.2 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 160000000 /ML / influenza B virus antigen 160000000 /ML Nasal Spray [FluMist Quadrivalent]
VO:0016920,"0.5 ML Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 30 LFU/ML / Pertussis Vaccine 0.0468 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension [Tripacel]",OMOP1127139,"0.5 ML Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 30 LFU/ML / Pertussis Vaccine 0.0468 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension [Tripacel]"
VO:0018553,0.5 ML Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution,OMOP1127143,0.5 ML Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution
VO:0017978,0.5 ML meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML Injectable Solution,OMOP1127148,0.5 ML meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML Injectable Solution
VO:0016970,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution",OMOP1127154,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution"
VO:0016968,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution",OMOP1127155,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution"
VO:0016921,"0.5 ML Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 4 LFU/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension",OMOP1127158,"0.5 ML Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 4 LFU/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension"
VO:0017977,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension",OMOP1127160,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension"
VO:0016939,"0.5 ML diphtheria toxoid vaccine, inactivated 25 LFU/ML / Pertussis Vaccine 8 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution [Tri-Immunol Im]",OMOP1127174,"0.5 ML diphtheria toxoid vaccine, inactivated 25 LFU/ML / Pertussis Vaccine 8 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution [Tri-Immunol Im]"
VO:0020401,"0.5 ML Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Typhim V] by Sanofi",OMOP1127177,"0.5 ML Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Typhim V] by Sanofi"
VO:0016977,"0.5 ML Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection [Hiberix] by Glaxosmithkline",OMOP1127182,"0.5 ML Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection [Hiberix] by Glaxosmithkline"
VO:0020615,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution,OMOP1127194,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution
VO:0016984,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Solution",OMOP1127198,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Solution"
VO:0016919,"0.5 ML Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 30 LFU/ML / Pertussis Vaccine 0.0468 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension",OMOP1127204,"0.5 ML Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 30 LFU/ML / Pertussis Vaccine 0.0468 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension"
VO:0020533,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution",OMOP1127207,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution"
VO:0018429,0.5 ML pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution [Pneumovax 23],OMOP1127208,0.5 ML pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution [Pneumovax 23]
VO:0015146,"0.5 ML Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Vivaxim]",OMOP1127213,"0.5 ML Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Vivaxim]"
VO:0016955,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Boostrix]",OMOP1127217,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Boostrix]"
VO:0016922,"0.5 ML Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 4 LFU/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension [Adacel]",OMOP1127218,"0.5 ML Bordetella pertussis 0.01 MG/ML / diphtheria toxoid vaccine, inactivated 4 LFU/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension [Adacel]"
VO:0020613,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injection [Varivax] by Merck,OMOP1127222,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injection [Varivax] by Merck
VO:0018450,0.5 ML pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution [Pneumovax 23] by Merck,OMOP1127224,0.5 ML pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution [Pneumovax 23] by Merck
VO:0016941,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxin 10 LFU/ML Injectable Suspension",OMOP1127245,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxin 10 LFU/ML Injectable Suspension"
VO:0020386,"0.5 ML Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Typhim V]",OMOP1127247,"0.5 ML Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution [Typhim V]"
VO:0016982,"0.5 ML meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML Injectable Suspension [Neisvac C]",OMOP1127251,"0.5 ML meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML Injectable Suspension [Neisvac C]"
VO:0016976,"0.5 ML Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection [Hiberix]",OMOP1127255,"0.5 ML Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection [Hiberix]"
VO:0020630,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution [Varilrix] by Glaxosmithkline,OMOP1127259,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution [Varilrix] by Glaxosmithkline
VO:0018108,"0.5 ML MEASLES VIRUS VACCINE,LIVE ATTENUATED 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 20000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution [Priorix] by Glaxosmithkline",OMOP1127264,"0.5 ML MEASLES VIRUS VACCINE,LIVE ATTENUATED 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 20000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution [Priorix] by Glaxosmithkline"
VO:0018002,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution Box of 5 by Sanofi",OMOP1127266,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution Box of 5 by Sanofi"
VO:0016969,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution by Aventis",OMOP1127272,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution by Aventis"
VO:0020536,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER] Box of 5 by Praxis Biologics",OMOP1127275,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER] Box of 5 by Praxis Biologics"
VO:0017730,0.5 ML Pertussis Vaccine 600 UNT/ML Injectable Suspension [Acel-P] by Lederle Products,OMOP1127276,0.5 ML Pertussis Vaccine 600 UNT/ML Injectable Suspension [Acel-P] by Lederle Products
VO:0016942,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxin 10 LFU/ML Injectable Suspension Box of 5",OMOP1127287,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxin 10 LFU/ML Injectable Suspension Box of 5"
VO:0016944,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension",OMOP1127288,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension"
VO:0016925,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.05 MG/ML Injectable Solution",OMOP1127290,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.05 MG/ML Injectable Solution"
VO:0020616,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution [Varilrix],OMOP1127298,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 4000 UNT/ML Injectable Solution [Varilrix]
VO:0020535,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER] Box of 5",OMOP1127312,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER] Box of 5"
VO:0018554,0.5 ML Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution by Aventis,OMOP1127314,0.5 ML Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution by Aventis
VO:0016983,"0.5 ML meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML Injectable Suspension [Neisvac C] by Pfizer",OMOP1127319,"0.5 ML meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML Injectable Suspension [Neisvac C] by Pfizer"
VO:0016943,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxin 10 LFU/ML Injectable Suspension Box of 5 by Sanofi",OMOP1127320,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxin 10 LFU/ML Injectable Suspension Box of 5 by Sanofi"
VO:0016946,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension by Lederle Products",OMOP1127321,"0.5 ML diphtheria toxoid vaccine, inactivated 4 LFU/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Suspension by Lederle Products"
VO:0018501,0.5 ML pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution,OMOP1127322,0.5 ML pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML Injectable Solution
VO:0018550,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution",OMOP1127323,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution"
VO:0018104,"0.5 ML MEASLES VIRUS VACCINE,LIVE ATTENUATED 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution Box of 10",OMOP1127325,"0.5 ML MEASLES VIRUS VACCINE,LIVE ATTENUATED 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution Box of 10"
VO:0016954,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",OMOP1127333,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension"
VO:0017976,"0.5 ML diphtheria toxoid vaccine, inactivated 0.03 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension",OMOP1127335,"0.5 ML diphtheria toxoid vaccine, inactivated 0.03 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension"
VO:0017728,0.5 ML Pertussis Vaccine 600 UNT/ML Injectable Suspension,OMOP1127338,0.5 ML Pertussis Vaccine 600 UNT/ML Injectable Suspension
VO:0020534,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER]",OMOP1127353,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / influenza B virus antigen 0.02 MG/ML Injectable Solution [HibTITER]"
VO:0016986,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Solution [T Polio Adsorbed] by Aventis",OMOP1127355,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Solution [T Polio Adsorbed] by Aventis"
VO:0016971,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution by Aventis",OMOP1127364,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution by Aventis"
VO:0017980,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate] by Glaxosmithkline",OMOP1127369,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate] by Glaxosmithkline"
VO:0018000,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution",OMOP1127374,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution"
VO:0015145,"0.5 ML Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution",OMOP1127375,"0.5 ML Hepatitis A Vaccine, Inactivated 320 UNT/ML / Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML Intramuscular Solution"
VO:0016972,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / tetanus toxin 10 LFU/ML Injectable Solution",OMOP1127378,"0.5 ML diphtheria toxoid vaccine, inactivated 50 LFU/ML / tetanus toxin 10 LFU/ML Injectable Solution"
