ID,LABEL in VO,OMOP concept ID
VO:0015531,Hepatitis B Surface Antigen Vaccine Injectable Solution [Engerix B],41206223
VO:0015532,Hepatitis B Surface Antigen Vaccine Injectable Solution [Fendrix],35774853
VO:0015533,Hepatitis B Surface Antigen Vaccine Injectable Solution [Gemvites],41174633
VO:0015534,Hepatitis B Surface Antigen Vaccine Injectable Solution [Gen Vax],41143678
VO:0015535,Hepatitis B Surface Antigen Vaccine Injectable Solution [H B Vax],41112118
VO:0015536,Hepatitis B Surface Antigen Vaccine Injectable Solution [HBvaxPRO],41174632
VO:0015537,Hepatitis B Surface Antigen Vaccine Injectable Solution [Hepasorbat],41112117
VO:0015538,Hepatitis B Surface Antigen Vaccine Injectable Solution [Heptavax],35159779
VO:0015539,Hepatitis B Surface Antigen Vaccine Injectable Suspension [Engerix B],41080815
VO:0015540,Hepatitis B Surface Antigen Vaccine Injectable Suspension [Engerix-B],36885649
VO:0015541,Hepatitis B Surface Antigen Vaccine Injectable Suspension [Fendrix],36264542
VO:0015542,Hepatitis B Surface Antigen Vaccine Injectable Suspension [HBvaxPRO],36891548
VO:0015543,Hepatitis B Surface Antigen Vaccine Injectable Suspension [VACCIN GENHEVAC B],43205170
VO:0015544,Hepatitis B Surface Antigen Vaccine Injection [H-B-Vax II],43291185
VO:0015545,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Engerix B],21080893
VO:0015546,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Fendrix],21100587
VO:0015547,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Gen Vax],41206224
VO:0015548,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [H B Vax],40831213
VO:0015549,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [HBvaxPRO],21071201
VO:0015550,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Hepasorbat],40831212
VO:0015551,hepatitis B surface antigen vaccine Prefilled Syringe [Heptavax],35830517
VO:0015552,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Hevac B],40955886
VO:0015553,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Lt Grk],40831211
VO:0015554,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Intramuscular Solution,44123292
VO:0015555,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension,43661224
VO:0015556,Haemophilus B Conjugate Vaccine / Hepatitis B Surface Antigen Vaccine Injectable Solution,41142747
VO:0015557,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B],43791869
VO:0015558,1 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B],43698681
VO:0015559,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension,43612078
VO:0015560,1 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension,43662811
VO:0015561,Hepatitis B Surface Antigen Vaccine 0.001 MG/ML Prefilled Syringe [HBvaxPRO],41276025
VO:0015562,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Solution [HBvaxPRO],40839335
VO:0015563,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe [H B Vax],41088923
VO:0015564,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe [Hevac B],40995166
VO:0015565,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax],41088926
VO:0015566,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [HBvaxPRO],41026225
VO:0015567,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO],36890932
VO:0015568,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [H-B-Vax II],43296591
VO:0015569,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax],40963888
VO:0015570,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax],41182814
VO:0015571,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO],21031763
VO:0015572,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B],41088921
VO:0015573,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Gemvites],41182809
VO:0015574,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [H B Vax],40963885
VO:0015575,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Hepasorbat],44172899
VO:0015576,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B],41088920
VO:0015577,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B],36893891
VO:0015578,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B],21022026
VO:0015579,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Lt Grk],40995163
VO:0015580,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Solution [Fendrix],35754700
VO:0015581,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Solution [Gen Vax],41214124
VO:0015582,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Solution [HBvaxPRO],40870453
VO:0015583,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix],36257850
VO:0015584,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [HBvaxPRO],36894832
VO:0015585,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [VACCIN GENHEVAC B],43161319
VO:0015586,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection [H-B-Vax II],43280341
VO:0015587,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [Fendrix],21169356
VO:0015588,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [HBvaxPRO],21022029
VO:0015589,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 10,43606938
VO:0015590,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 25,43786830
VO:0015591,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3,43679180
VO:0015592,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 50,43679181
VO:0015593,Hepatitis B Surface Antigen Vaccine 0.001 MG/ML Prefilled Syringe,40989650
VO:0015594,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Solution,41177148
VO:0015595,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution,41020607
VO:0015596,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension,36887647
VO:0015597,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Solution,40896130
VO:0015598,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension,36883802
VO:0015599,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 10,43643094
VO:0015600,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 25,43804820
VO:0015601,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 3,43859162
VO:0015602,HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 50,43588890
VO:0015603,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] by Glaxosmithkline,43702260
VO:0015604,1 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] by Glaxosmithkline,43842624
VO:0015605,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Intramuscular Solution [Recombivax] by Merck,44037315
VO:0015606,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 10,43756057
VO:0015607,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 25,43684258
VO:0015608,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 3,43630191
VO:0015609,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 50,43719976
VO:0015610,1 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 10,43806384
VO:0015611,1 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension [Engerix B] Box of 25,43860794
VO:0015612,0.5 ML Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe [H B Vax],41409718
VO:0015613,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax],41408036
VO:0015614,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [HBvaxPRO],41408027
VO:0015615,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO],36896187
VO:0015616,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [H-B-Vax II],43292061
VO:0015617,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax],41409378
VO:0015618,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax],41408035
VO:0015619,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO],21039542
VO:0015620,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B],41407429
VO:0015621,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [H B Vax],41407838
VO:0015622,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B],41408253
VO:0015623,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B],36896201
VO:0015624,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B],21176995
VO:0015625,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Solution [Fendrix],35785563
VO:0015626,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix],36281161
VO:0015627,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [VACCIN GENHEVAC B],43153999
VO:0015628,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [Fendrix],21098435
VO:0015629,1 ML Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Solution [HBvaxPRO],41334369
VO:0015630,1 ML Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe [Hevac B],41335034
VO:0015631,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax],41329690
VO:0015632,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [HBvaxPRO],41330334
VO:0015633,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO],36895171
VO:0015634,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [H-B-Vax II],43269674
VO:0015635,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax],41333717
VO:0015636,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax],41331655
VO:0015637,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO],21135958
VO:0015638,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B],41336404
VO:0015639,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Gemvites],41333716
VO:0015640,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [H B Vax],41336407
VO:0015641,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Hepasorbat],44189514
VO:0015642,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix B],41329688
VO:0015643,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B],36895156
VO:0015644,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B],21067349
VO:0015645,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Lt Grk],41328987
VO:0015646,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Solution [Gen Vax],41330973
VO:0015647,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Solution [HBvaxPRO],41335029
VO:0015648,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [HBvaxPRO],36895115
VO:0015649,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection [H-B-Vax II],43280537
VO:0015650,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [HBvaxPRO],21037876
VO:0015651,10 ML Hepatitis B Surface Antigen Vaccine 0.001 MG/ML Prefilled Syringe [HBvaxPRO],41365245
VO:0015652,10 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO],41365246
VO:0015653,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 10,43630190
VO:0015654,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 25,43702259
VO:0015655,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 3,43828109
VO:0015656,0.5 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 50,43791868
VO:0015657,1 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 10,43590564
VO:0015658,1 ML HEPATITIS B VIRUS SUBTYPE ADW2 HBSAG SURFACE PROTEIN ANTIGEN 0.02 MG/ML Injectable Suspension Box of 25,43662812
VO:0015659,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution,41409499
VO:0015660,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension,36896210
VO:0015661,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution,41407985
VO:0015662,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension,36896171
VO:0015663,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Solution,35785520
VO:0015664,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension,36896204
VO:0015665,1 ML Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Solution,41334183
VO:0015666,1 ML Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe,41332120
VO:0015667,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution,41327508
VO:0015668,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension,36895143
VO:0015669,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution,41337511
VO:0015670,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension,36895078
VO:0015671,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Solution,41336198
VO:0015672,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension,36895009
VO:0015673,10 ML Hepatitis B Surface Antigen Vaccine 0.001 MG/ML Prefilled Syringe,41364999
VO:0015674,10 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe,41365000
VO:0015675,Hepatitis B Surface Antigen Vaccine 0.001 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,41214119
VO:0015676,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Solution [HBvaxPRO] Box of 1,40839334
VO:0015677,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Solution [HBvaxPRO] Box of 10,41245065
VO:0015678,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe [H B Vax] Box of 1,41151742
VO:0015679,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe [H B Vax] Box of 10,41182810
VO:0015680,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe [H B Vax] Box of 25,41307114
VO:0015681,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe [H B Vax] Box of 50,41307113
VO:0015682,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Prefilled Syringe [Hevac B] Box of 1,41088922
VO:0015683,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax] Box of 1,41120162
VO:0015684,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax] Box of 10,41276027
VO:0015685,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax] Box of 2,40839338
VO:0015686,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax] Box of 20,40932645
VO:0015687,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax] Box of 25,41214123
VO:0015688,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax] Box of 3,41120161
VO:0015689,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [Gen Vax] Box of 50,41307115
VO:0015690,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [HBvaxPRO] Box of 1,40839330
VO:0015691,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [HBvaxPRO] Box of 10,40901539
VO:0015692,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [HBvaxPRO] Box of 20,41182803
VO:0015693,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Solution [HBvaxPRO] Box of 50,40932637
VO:0015694,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 1,36893892
VO:0015695,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 10,41307110
VO:0015696,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 20,41182802
VO:0015697,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] Box of 50,41120154
VO:0015698,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection [H-B-Vax II] Box of 10,43269468
VO:0015699,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 1,41120160
VO:0015700,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 10,40870457
VO:0015701,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 20,41245066
VO:0015702,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 25,41088925
VO:0015703,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 3,41276026
VO:0015704,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [Gen Vax] Box of 50,41214122
VO:0015705,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 1,41182813
VO:0015706,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 10,41026228
VO:0015707,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 20,41214121
VO:0015708,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 25,40963887
VO:0015709,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 3,41182812
VO:0015710,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [H B Vax] Box of 50,40839337
VO:0015711,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,21051482
VO:0015712,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,21149648
VO:0015713,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 20,40932639
VO:0015714,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 50,40932638
VO:0015715,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 1,40901542
VO:0015716,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 10,40839331
VO:0015717,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 100,41120156
VO:0015718,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 25,41182805
VO:0015719,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 250,41182804
VO:0015720,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Engerix B] Box of 3,40839332
VO:0015721,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Gemvites] Box of 1,40932644
VO:0015722,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Gemvites] Box of 10,41182808
VO:0015723,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Gemvites] Box of 3,41026227
VO:0015724,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [H B Vax] Box of 1,40995165
VO:0015725,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [H B Vax] Box of 10,40870455
VO:0015726,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Hepasorbat] Box of 1,44172898
VO:0015727,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution [Hepasorbat] Box of 10,44180351
