ID,LABEL in VO,RxNorm ID,RxNorm Preferred Name
VO:0003782,Flucelvax 2015-2016 vaccine Prefilled Syringe,1657142,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax 2015-2016]
VO:0003783,Flucelvax 2015-2016 vaccine 0.5 ML Prefilled Syringe,1657144,0.5 ML influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML Prefilled Syringe [Flucelvax 2015-2016]
VO:0003786,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2016-2017],1801608,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2016-2017]
VO:0003787,Flucelvax Quadrivalent 2016-2017 Prefilled Syringe,1801609,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2016-2017]
VO:0003788,Flucelvax Quadrivalent 2016-2017 0.5 ML Prefilled Syringe,1801611,0.5 ML influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML Prefilled Syringe [Flucelvax Quadrivalent 2016-2017]
VO:0003790,influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML,1801604,influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML
VO:0003793,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2017-2018],1928534,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2017-2018]
VO:0003794,Flucelvax Quadrivalent 2017-2018 Injectable Suspension,1928537,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML Injectable Suspension [Flucelvax Quadrivalent 2017-2018]
VO:0003795,Flucelvax Quadrivalent 2017-2018 vaccine Prefilled Syringe,1928539,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2017-2018]
VO:0003796,Flucelvax Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928540,0.5 ML influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML Prefilled Syringe [Flucelvax Quadrivalent 2017-2018]
VO:0003798,"Varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML [Shingrix]",1986827,"varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML [Shingrix]"
VO:0003799,Shingrix vaccine 0.5 ML Injection,1986830,"0.5 ML varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML Injection [Shingrix]"
VO:0003801,Varicella zoster virus glycoprotein E,1986821,varicella zoster virus glycoprotein E
VO:0003803,"Varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML",1986822,"varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML"
VO:0003805,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML,1664467,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML
VO:0003809,"FluMist Quadrivalent, 2015-2016 Formula Nasal Spray",1664644,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML Nasal Spray [Flumist 2015-2016]
VO:0003810,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist 2015-2016],1664640,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist 2015-2016]
VO:0003812,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML,1801822,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML
VO:0003813,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist Quadrivalent 2016-2017],1801826,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist Quadrivalent 2016-2017]
VO:0003814,"FluMist Quadrivalent, 2016-2017 Formula Nasal Spray",1801830,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML Nasal Spray [Flumist Quadrivalent 2016-2017]
VO:0003815,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2017-2018],1946985,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2017-2018]
VO:0003816,"FluMist Quadrivalent, 2017-2018 Formula Nasal Spray",1946986,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML Nasal Spray [Flumist Quadrivalent 2017-2018]
VO:0003817,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML,1946980,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML
VO:0003819,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML,1946981,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML
VO:0003822,influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML,2054271,influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML
VO:0003823,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2018-2019],2054273,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2018-2019]
VO:0003824,"FluMist Quadrivalent, 2018-2019 Formula Nasal Spray",2054274,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML Nasal Spray [Flumist Quadrivalent 2018-2019]
VO:0003825,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML,2054270,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML
VO:0003827,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML [Havrix],798365,hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML [Havrix]
VO:0003828,Havrix pediatric/adolescent vaccine 720 UNT in 0.5 ML Injection,1658066,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Injection [Havrix]
VO:0003829,Havrix adult vaccine 1440 UNT in 1 ML Injection,1658060,1 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Injection [Havrix]
VO:0003830,Havrix Injection,1658059,hepatitis A vaccine (inactivated) strain HM175 Injection [Havrix]
VO:0003831,"Havrix, Hepatitis A Vaccine (Inactivated), (Pediatric Dose) 0.5 ML Prefilled Syringe",798482,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe [Havrix]
VO:0003832,"Havrix, Hepatitis A Vaccine (Inactivated), (Adult Dose) 1 ML Prefilled Syringe",798479,1 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe [Havrix]
VO:0003833,Havrix Prefilled Syringe,798478,hepatitis A vaccine (inactivated) strain HM175 Prefilled Syringe [Havrix]
VO:0003835,"poliovirus vaccine inactivated, type 1 (Mahoney)",763096,"poliovirus vaccine inactivated, type 1 (Mahoney)"
VO:0003836,"poliovirus vaccine inactivated, type 2 (MEF-1)",763098,"poliovirus vaccine inactivated, type 2 (MEF-1)"
VO:0003837,"poliovirus vaccine inactivated, type 3 (Saukett)",763100,"poliovirus vaccine inactivated, type 3 (Saukett)"
VO:0003839,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]",829972,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]"
VO:0003840,PEDIARIX vaccine Prefilled Syringe,829988,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe [PEDIARIX]"
VO:0003841,PEDIARIX vaccine 0.5 ML Prefilled Syringe,829989,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [PEDIARIX]"
VO:0003842,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML",763097,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML"
VO:0003843,"poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML",763099,"poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML"
VO:0003844,"poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML",763101,"poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML"
VO:0003847,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML [Ipol]",763104,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML [Ipol]"
VO:0003848,IPOL vaccine Injectable Solution,763106,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Suspension [Ipol]"
VO:0003849,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",807219,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain"
VO:0003851,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML [Typhim VI]",807223,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML [Typhim VI]"
VO:0003852,Typhim Vi Injectable Solution,807225,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typhim VI]"
VO:0003853,Typhim VI Prefilled Syringe,1486495,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Prefilled Syringe [Typhim VI]"
VO:0003854,Typhim Vi 0.5 ML Prefilled Syringe,1486496,"0.5 ML typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Prefilled Syringe [Typhim VI]"
VO:0003855,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML",807220,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML"
VO:0003856,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML",1361664,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.025 MG/ML"
VO:0003857,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated",830464,"rabies virus vaccine wistar strain PM-1503-3M (human), inactivated"
VO:0003858,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML",830465,"rabies virus vaccine wistar strain PM-1503-3M (human), inactivated 2.5 UNT/ML"
VO:0003860,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML [Imovax]",1659731,"rabies virus vaccine wistar strain PM-1503-3M (human), inactivated 2.5 UNT/ML [Imovax]"
VO:0003862,rabies virus vaccine flury-lep strain,830457,rabies virus vaccine flury-lep strain
VO:0003863,rabies virus vaccine flury-lep strain 2.5 UNT/ML,830458,rabies virus vaccine flury-lep strain 2.5 UNT/ML
VO:0003865,rabies virus vaccine flury-lep strain 2.5 UNT/ML [RabAvert],830461,rabies virus vaccine flury-lep strain 2.5 UNT/ML [RabAvert]
VO:0003866,1 ML RabAvert 2.5 UNT/ML Injection,830463,1 ML rabies virus vaccine flury-lep strain 2.5 UNT/ML Injection [RabAvert]
VO:0003868,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML [Hiberix]",1300809,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML [Hiberix]"
VO:0003869,HIBERIX vaccine 0.5 ML Injection,1300810,"0.5 ML Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML Injection [Hiberix]"
VO:0003870,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML",1300807,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML"
VO:0003872,COMVAX Injection 0.5 ML Injection,798443,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML Injection [COMVAX]
VO:0003873,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML / Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [COMVAX],798441,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML [COMVAX]
VO:0003876,Flublok 2012-2013 Formula Influenza Virus Vaccine Injectable Solution,1367005,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.09 MG/ML / influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML Injectable Solution [Flublok 2012-2013 Formula]"
VO:0003877,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML [Flublok 2012-2013 Formula]",1367002,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.09 MG/ML / influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML [Flublok 2012-2013 Formula]"
VO:0003880,Flublok 2013-2014 Formula Influenza Virus Vaccine Injectable Solution,1442210,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.09 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML Injectable Solution [Flublok 2013-2014 Formula]"
VO:0003881,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Flublok 2013-2014 Formula]",1442207,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.09 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Flublok 2013-2014 Formula]"
VO:0003884,Flublok 2014-2015 Formula Influenza Virus Vaccine Injectable Solution,1537521,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.09 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML Injectable Solution [Flublok 2014-2015 Formula]"
VO:0003885,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Flublok 2014-2015 Formula]",1537518,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.09 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Flublok 2014-2015 Formula]"
VO:0003888,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Flublok 2015-2016],1660926,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Flublok 2015-2016]
VO:0003889,Flublok 2015-2016 vaccine 0.5 ML Injection,1660929,0.5 ML influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML Injection [Flublok 2015-2016]
VO:0003892,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML [Flublok 2016-2017],1803021,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML [Flublok 2016-2017]
